1 ,2024-10-08-11:40:26, ls
2 ,2024-10-08-11:40:45, cd W02-Practice
3 ,2024-10-08-11:41:18, mkdir data/
4 ,2024-10-08-11:41:29, mkdir code/
5 ,2024-10-08-11:44:42, history
6 ,2024-10-08-11:44:55, print-history
7 ,2024-10-08-11:45:39, print-history > ./data/bash_history.csv
